Projeto:,Avaliador 1:,Avaliador 2:
avaliacao da memoria episodica no envelhecimento utilizando parametros espacos-temporais,CARLA ALEXANDRA DA SILVA MOITA MINERVINO,THAIS AUGUSTA CUNHA DE OLIVEIRA MAXIMO
producao cientifica acerca do assedio moral no campo da psicologia: um estudo bibliometrico,FLAVIO FREITAS BARBOSA,PATRICIA NUNES DA FONSECA
o perdao e a empatia: implicacoes e refinamentos,ANA RAQUEL ROSAS TORRES,NELSON TORRO ALVES
"simpatia ideologica, atitude institucional e questoes de engajamento politico na juventude.",EDUARDO HENRIQUE DE MOURA RAMOS,SANDRA SOUZA DA SILVA
"desenvolvimento de novos materiais funcionais organicos, inorganicos e hibridos",ELIZETE VENTURA DO MONTE,MARIO LUIZ ARAUJO DE ALMEIDA VASCONCELLOS
"relacoes entre eventos estressores precoces, sintomas psiquiatricos e caracteristicas cognitivas e de personalidade em amostra nao clinica",CLEONICE PEREIRA DOS SANTOS CAMINO,PATRICIA NUNES DA FONSECA
medidas implicitas para esquemas iniciais desadaptativos,JULIO RIQUE NETO,ZAETH AGUIAR DO NASCIMENTO
estudos psicofisicos e eletrofisiologicos em pacientes esquizofrenicos,ANISIO JOSE DA SILVA ARAUJO,MELYSSA KELLYANE CAVALCANTI GALDINO
a influencia da sintomatologia ansioso-depressiva e das queixas subjetivas de memoria prospectiva e retrospectiva sobre o desempenho objetivo da memoria em idosos sem demencia.,CARLA ALEXANDRA DA SILVA MOITA MINERVINO,JULIO RIQUE NETO
integracao de medidas de avaliacao emocional e rastreamento ocular no transtorno de ansiedade social: uma analise comparativa entre o julgamento de faces estaticas e dinamicas,JAQUELINE BRITO VIDAL BATISTA,MELYSSA KELLYANE CAVALCANTI GALDINO
avaliacao da influencia da valencia afetiva no efeito de compatibilidade espacial em pacientes com fibromialgia,ADRIANA DE ANDRADE GAIAO E BARBOSA,PATRICIA NUNES DA FONSECA
elaboracao e validacao de um banco de expressoes faciais  de bebes,ANA RAQUEL ROSAS TORRES,NATANAEL ANTONIO DOS SANTOS
correlatos da ansiedade frente ao exame e autoeficacia no contexto academico,CARLA ALEXANDRA DA SILVA MOITA MINERVINO,NELSON TORRO ALVES
percepcao parental acerca do filho adotivo: uma analise psicoeducacional,JAQUELINE BRITO VIDAL BATISTA,NATANAEL ANTONIO DOS SANTOS
o processo de atendimento de criancas no plantao psicologico: uma analise a partir de desenhos infantis,CARMEN WALENTINA AMORIM GAUDENCIO BEZERRA,NELSON TORRO ALVES
"sintese de hibridos de 1,2,4-oxadiazois e aciltiossemicarbazidas com potencial farmacologico",IEDA MARIA GARCIA DOS SANTOS,MARIA GARDENNIA DA FONSECA
a dimensao espiritual em usuarios do plantao psicologico em um hospital geral: narrativas dos plantonistas,ANA RAQUEL ROSAS TORRES,ZAETH AGUIAR DO NASCIMENTO
crencas no mundo justo como moderadoras do preconceito acerca do doente mental,CLEONICE PEREIRA DOS SANTOS CAMINO,SANDRA SOUZA DA SILVA
representacoes sociais sobre o abuso sexual,ADRIANA DE ANDRADE GAIAO E BARBOSA,NATANAEL ANTONIO DOS SANTOS
representacoes sociais elaboradas por adolescentes  acerca da internet e de redes sociais online,ANA RAQUEL ROSAS TORRES,VALDINEY VELOSO GOUVEIA
reforma psiquiatrica e o processo de inclusao social do doente mental,FLAVIO FREITAS BARBOSA,PATRICIA NUNES DA FONSECA
o significado de familia para criancas em situacao de acolhimento institucional,ADRIANA DE ANDRADE GAIAO E BARBOSA,SANDRA SOUZA DA SILVA
"analise das relacoes trabalho - saude - doenca na atencao basica: olhares acerca dos profissionais, gestores e comunidade",ANA FLAVIA UZEDA DOS SANTOS MACAMBIRA,MELYSSA KELLYANE CAVALCANTI GALDINO
explicando atitudes frente a programas sociais: contribuicoes dos valores humanos e da dominancia social,ANISIO JOSE DA SILVA ARAUJO,SILVANA CARNEIRO MACIEL
congruencia da personalidade dos cachorros e de seus donos,JAQUELINE BRITO VIDAL BATISTA,JULIO RIQUE NETO
do modelo hospitalar a rede de atencao psicossocial: estudo de caso de usuarios do caps i,CARMEN WALENTINA AMORIM GAUDENCIO BEZERRA,THAIS AUGUSTA CUNHA DE OLIVEIRA MAXIMO
metodos eletroanaliticos para a determinacao de contaminantes emergentes,FABIO PEDROSA LINS SILVA,PETRONIO FILGUEIRAS DE ATHAYDE FILHO
"educacao, direitos humanos e inclusao social: entre a garantia e a protecao aos direitos fundamentais e a inclusao de pessoas autistas",CLAUDIA ROSANA KRANZ,EDUARDO ANTONIO DE PONTES COSTA
a escola de tempo integral como politica para enfrentamento das desigualdades sociais: um estudo dos programas mais educacao e ensino medio inovador (proemi),CRISTIANE BORGES ANGELO,VIVIANY SILVA ARAUJO PESSOA
construcao de identidades surdas:  a importancia de professores/as surdos no processo educacional,CHARLITON JOSE DOS SANTOS MACHADO,PAULO CESAR GEGLIO
desenvolvimentismo e escolarizacao na paraiba (1955-1961): os ideais norte-americanos no ensino urbano e rural.:,CLAUDIA ROSANA KRANZ,SEVERINO BEZERRA DA SILVA
"educacao, educadoras nos jornais paraibanos do seculo xx: o estado redemocratizado (1945-1950)",ANA DORZIAT BARBOSA DE MELO,SEVERINO BEZERRA DA SILVA
a educacao especial/inclusiva na licenciatura em matematica no nordeste brasileiro,ANTONIO CARLOS FERREIRA PINHEIRO,NILVANIA DOS SANTOS SILVA
tecendo a historia da matematica escolar paraibana,ADELAIDE ALVES DIAS,FERNANDO CEZAR BEZERRA DE ANDRADE
a governamentalidade nos processos de subjetivacao da formacao de professores,ANA DORZIAT BARBOSA DE MELO,FRANCYMARA ANTONINO NUNES DE ASSIS
educacao e trabalho: uma analise sobre a insercao do jovem pobre no mercado de tabalho,FERNANDO CEZAR BEZERRA DE ANDRADE,PAULO CESAR GEGLIO
os saberes necessarios a pratica educativa na eja: discursos de educadores iniciantes e experientes da regiao do brejo paraibano,ADELAIDE ALVES DIAS,FERNANDO CEZAR BEZERRA DE ANDRADE
analise multivariada de dados eletroquimicos,CLAUDIO GABRIEL LIMA JUNIOR,PETRONIO FILGUEIRAS DE ATHAYDE FILHO
pesquisas em educacao e visualidade:  investigando a presenca da imagem visual na producao de dissertacoes e teses da pos-graduacao academica em educacao do nordeste ? o caso das federais (2000-2015),CHARLITON JOSE DOS SANTOS MACHADO,NADIA JANE DE SOUSA
a instrucao publica na imprensa do nordeste,EDUARDO JORGE LOPES DA SILVA,FRANCISCO JOSE PEGADO ABILIO
analise do desenvolvimento da dimensao desiderativa de discentes em contexto de formacao para o ensino da literatura orientado pela antropologia literaria,EDUARDO JORGE LOPES DA SILVA,MARIA DO SOCORRO NOBREGA QUEIROGA
gestao escolar: praticas educativas e relacoes interpessoais no municipio de joao pessoa-pb.,EDUARDO JORGE LOPES DA SILVA,FRANCISCO JOSE PEGADO ABILIO
"filo mollusca: anatomia, fisiologia, sistematica e importancia desses animais nos livros didaticos de ciencias e biologia",CRISTIANE BORGES ANGELO,MARIA DO SOCORRO NOBREGA QUEIROGA
educacao para a saude e parasitoses humanas (verminoses):  o que dizem os livros didaticos de biologia (ensino medio) sobre esta tematica?,EDUARDO JORGE LOPES DA SILVA,ROSE MARY DE SOUZA ARAUJO
historias e memorias de educadoras do municipio de mamanguape: fragmentos da historia  da educacao da paraiba,FRANCISCA ALEXANDRE DE LIMA,MARIA ELIZETE GUIMARAES CARVALHO
educacao primaria e formacao docente em bananeiras/pb (1940-1971): fronteiras entre o publico e o privado,ANA DORZIAT BARBOSA DE MELO,MARIA DO SOCORRO XAVIER BATISTA
a alfabetizacao matematica no contexto de letramento,ERENILDO JOAO CARLOS,FRANCISCO JOSE PEGADO ABILIO
a relacao teoria e pratica nos cursos de formacao de professor,ADELAIDE ALVES DIAS,MARIA ELIZETE GUIMARAES CARVALHO
"estudo computacional da polaridade da r2n-c6h4-no (r = h, ch3) utilizando modelos continuos de solvatacao",FABIO PEDROSA LINS SILVA,LILIANA DE FATIMA BEZERRA LIRA DE PONTES
efficaz tratamento moral e disciplina sitematyca para transformar os menores em bons trabalhadores uteis a si e a sociedade: discursos sobre a infancia pobre em circulacao em impressos paraibanos (1920-1940),FRANCISCO JOSE PEGADO ABILIO,NILVANIA DOS SANTOS SILVA
educacao do campo e a infancia camponesa: multiplos olhares,MARIA ALVES DE AZEREDO,VIVIAN GALDINO DE ANDRADE
professora maria ruth de sousa: uma trajetoria docente em tempos de ditadura (1970-1985),ADELAIDE ALVES DIAS,ORLANDIL DE LIMA MOREIRA
"relacoes de genero em cursos masculinos: engenharias mecanica e civil, fisica, matematica e ciencia da computacao",MARIA DO SOCORRO NOBREGA QUEIROGA,MARIA ELIZETE GUIMARAES CARVALHO
dai a todas as escolas estatutos uniformes: o metodo simultaneo como modo de organizacao da escolarizacao da provincia da paraiba do norte. 1849- 1856,LUCIENE CHAVES DE AQUINO,TANIA RODRIGUES PALHANO
a crianca em interacao com midias digitais: experiencias culturais da contemporaneidade.,FABIANA SENA DA SILVA,MAURICEIA ANANIAS
educacao do campo: a pratica de jogos educativos como estrategia para auxiliar na formacao moral de alunos de escolas da microrregiao do brejo paraibano,CHARLITON JOSE DOS SANTOS MACHADO,SEVERINA ANDREA DANTAS DE FARIAS
arquitetura da educacao integral na paraiba: espacos e tempos educativos na educacao basica,ANA CLAUDIA DA SILVA RODRIGUES,MARIA EULINA PESSOA DE CARVALHO
o estado do conhecimento sobre o ensino de ciencias,ANA DORZIAT BARBOSA DE MELO,MARIA ELIZETE GUIMARAES CARVALHO
instrucao primaria na parahyba do norte: escolarizar para a civilidade e progresso social (1886-1889),CRISTIANE BORGES ANGELO,VIVIA DE MELO SILVA
transferencia de energia e transferencia de carga em complexos de ions lantanideos,JOSE GERALDO DE PAIVA ESPINOLA,KAREN CACILDA WEBER
a teoria da aproximacao da atividade e a matematica,MARIA DAS GRAI? 1/2 AS DE ALMEIDA BAPTISTA,PAULO CESAR GEGLIO
"educacao do campo, fontes documentais e saberes escolares -  a questao do distrito rural de lerolandia-santa rita/pb",ANA CLAUDIA DA SILVA RODRIGUES,NILVANIA DOS SANTOS SILVA
investigacoes sobre conteudos de etica em livro didatico de filosofia no ensino medio e os desafios eticos contemporaneos,CLAUDIA ROSANA KRANZ,PAULO CESAR GEGLIO
a implantacao do ensino secundario publico na paraiba (1948-1961),ANA CLAUDIA DA SILVA RODRIGUES,NILVANIA DOS SANTOS SILVA
"impressos pedagogicos, jornais e documentos escolares como fontes para a historia da educacao de bananeiras durante as decadas de 1920-1950",FERNANDO CEZAR BEZERRA DE ANDRADE,MARIA DO SOCORRO NOBREGA QUEIROGA
a escola significa muito para mim: um estudo sobre o apego ao ambiente escolar,ANA CLAUDIA DA SILVA RODRIGUES,SEVERINO BEZERRA DA SILVA
o brasil e as grandes potencias no tabuleiro sul-americano: cooperacao e balanceamento no entorno estrategico brasileiro,LIZANDRA SERAFIM,THIAGO LIMA DA SILVA
o papel da paradiplomacia no desenvolvimento dos governos subnacionais: uma analise do estado da paraiba,MARCOS ALAN SHAIKHZADEH VAHDAT FERREIRA,THIAGO LIMA DA SILVA
participacao e politicas publicas: uma analise da incorporacao das decisoes de conselhos e conferencias nas politicas municipais em joao pessoa,AUGUSTO WAGNER MENEZES TEIXEIRA JUNIOR,VANDERSON GONCALVES CARNEIRO
gramsci e a democracia nos cadernos do carcere: o debate com a teoria das elites e a formacao do conceito de revolucao passiva,AUGUSTO WAGNER MENEZES TEIXEIRA JUNIOR,MARCOS ALAN SHAIKHZADEH VAHDAT FERREIRA
desenvolvimento racional de complexos de ions lantanideos como catalisadores multifuncionais,ILDA ANTONIETA SALATA TOSCANO,SAVIO MOITA PINHEIRO
participacao politica e tics na paraiba,LIZANDRA SERAFIM,THIAGO LIMA DA SILVA
o desafio da paz na america do sul: as perspectivas de entidades de analise de conflitos e a atuacao da unasul frente aos litigios potenciais,MARCELO BURGOS PIMENTEL DOS SANTOS,XAMAN KORAI PINHEIRO MINILLO
"justica de transicao, memoria e verdade: o trabalho da comissao municipal da verdade de joao pessoa",LILIANA RAMALHO FROIO,TULIO SERGIO HENRIQUES FERREIRA
politica externa do governo dilma rousseff para a america do sul: continuidades e rupturas,LUCIANA APARECIDA ALIAGA ZARA DE OLIVEIRA,THIAGO LIMA DA SILVA
fome e relacoes internacionais: uma agenda de pesquisa necessaria para o brasil,LIZANDRA SERAFIM,SAMIR PERRONE DE MIRANDA
cooperacao internacional para o desenvolvimento das cidades,AUGUSTO WAGNER MENEZES TEIXEIRA JUNIOR,RODRIGO FREIRE DE CARVALHO E SILVA
analise sobre a construcao do plano estadual de  economia solidaria na paraiba,LIZANDRA SERAFIM,MARCOS ALAN SHAIKHZADEH VAHDAT FERREIRA
analises feministas acerca da agenda de desenvolvimento pos-2015,AUGUSTO WAGNER MENEZES TEIXEIRA JUNIOR,MARCOS ALAN SHAIKHZADEH VAHDAT FERREIRA
budismo tibetano: praticas e ritos,DILAINE SOARES SAMPAIO,EUNICE SIMOES LINS GOMES
mitologia da jurema sagrada na capital paraibana,DEYVE REDYSON MELO DOS SANTOS,EUNICE SIMOES LINS GOMES
"hidrocarbonetos policiclicos aromaticos: metodologias voltametricas  para sua determinacao em matrizes ambientais, biologicas e alimenticias",FERNANDO JOSE VOLPI EUSEBIO DE OLIVEIRA,RICARDO ALEXANDRE CAVALCANTI DE LIMA
"educacao, religiao e espaco sagrado: roteiro turistico como mediacao de aprendizagem",DEYVE REDYSON MELO DOS SANTOS,DILAINE SOARES SAMPAIO
entre a analise do discurso e a semiologia historica: o discurso politico em metamorfose,DERMEVAL DA HORA OLIVEIRA,EVANGELINA MARIA BRITO DE FARIA
"discurso, memoria e acontecimento: a construcao de identidades",DANIEL ANTONIO DE SOUSA ALVES,MARIA DE FATIMA BARBOSA DE MESQUITA BATISTA
atlas fonetico-acustico da paraiba,DANIEL ANTONIO DE SOUSA ALVES,REGINA CELI MENDES PEREIRA DA SILVA
conflito e traducao: construcao de identidades e de conflitos em corpora ficcionais,EVANGELINA MARIA BRITO DE FARIA,MARIA DE FATIMA BARBOSA DE MESQUITA BATISTA
"variacao linguistica no estado da paraiba: variacao, estilo, atitude e percepcao",DANIEL ANTONIO DE SOUSA ALVES,TANIA LIPARINI CAMPOS
"ensino de leitura e de producao de generos do discurso: perspectiva semantico-discursiva, a partir de sequencias didaticas (elpgd)",AMANDA BATISTA BRAGA,PEDRO FARIAS FRANCELINO
alfabetizacao e pnaic: um olhar sobre a implementacao do programa na paraiba,DERMEVAL DA HORA OLIVEIRA,MARIA DE FATIMA BARBOSA DE MESQUITA BATISTA
a multimodalidade no ensino de lingua inglesa no programa idiomas sem fronteiras,AMANDA BATISTA BRAGA,HERMANO DE FRANCA RODRIGUES
dinamicas da sexualidade:  interseccoes entre pornografia e erotismo,ERIVALDO PEREIRA DO NASCIMENTO,REGINA CELI MENDES PEREIRA DA SILVA
estudo das emissoes de gases de efeito estufa em areas de caatinga preservadas e degradadas,MAX FURRIER,RICHARDE MARQUES DA SILVA
raizes do brasil na literatura popular: intersubjetividade e multiculturalismo,EVANGELINA MARIA BRITO DE FARIA,HERMANO DE FRANCA RODRIGUES
"praticas de governamentalidade, biopolitica e biopoder: o controle social dos dizeres em espacos institucionais",EVANGELINA MARIA BRITO DE FARIA,ROSEANE BATISTA FEITOSA NICOLAU
continuo gestuo-vocal:aprofundando a matriz multimodal em aquisicao da linguagem iii,AMANDA BATISTA BRAGA,MARIA DE FATIMA BARBOSA DE MESQUITA BATISTA
"enunciacao, dialogismo e subjetividade em generos discursivos orais",CIRINEU CECOTE STEIN,MARIANNE CARVALHO BEZERRA CAVALCANTE
generos academicos e as diferentes formas de construcao do conhecimento cientifico,DERMEVAL DA HORA OLIVEIRA,FABIO ALEXANDRE SILVA BEZERRA
tradicao discursiva nos jornais paraibanos: mudancas e permanencias na acao argumentativa  nos editoriais do seculo xix ao seculo  xxi,DERMEVAL DA HORA OLIVEIRA,MARIA REGINA BARACUHY LEITE
competencia tradutoria e formacao de tradutores: o desenvolvimento das subcompetencias especificas do tradutor,DANIEL ANTONIO DE SOUSA ALVES,HERMANO DE FRANCA RODRIGUES
os estudos da traducao no brasil: a criacao da abrapt,AMANDA BATISTA BRAGA,REGINA CELI MENDES PEREIRA DA SILVA
constituicao e significacao do ensino de literatura no ensino fundamental das escolas publicas de joao pessoa/pb.,GENILDA ALVES DE AZEREDO,LUCIANE ALVES SANTOS
formas autobiograficas na poesia brasileira moderna e contemporanea,EXPEDITO FERRAZ JUNIOR,LUCIANE ALVES SANTOS
robustez dos graficos de controle de shewhart,EUFRASIO DE ANDRADE LIMA NETO,LAZARO DE SOUTO ARAUJO
estudo do clima urbano e sua relacao com o uso e cobertura do solo na regiao metropolitana de joao pessoa\pb,JONAS OTAVIANO PRACA DE SOUZA,RICHARDE MARQUES DA SILVA
a semiotica aplicada ao texto literario: poesia brasileira contemporanea (1980-2010),ELAINE CRISTINA CINTRA,SOCORRO DE FATIMA PACIFICO BARBOSA
recursos metaficcionais em narrativas literarias da tradicao anglo-americana,DANIELA MARIA SEGABINAZI,LUCIANE ALVES SANTOS
"narrar para viver, viver para (re)contar: potencialidades",EXPEDITO FERRAZ JUNIOR,VANESSA NEVES RIAMBAU PINHEIRO
nas margens da escrita: literatura e homoerotismo,DANIELA MARIA SEGABINAZI,WILMA MARTINS DE MENDONCA
literatura indigena em lingua inglesa: escrita literaria e trauma colonial,GENILDA ALVES DE AZEREDO,SOCORRO DE FATIMA PACIFICO BARBOSA
narrativas fantasticas: entre a tradicao e a contemporaneidade,DANIELA MARIA SEGABINAZI,MARIA DE FATIMA ALMEIDA
a teoria dialogica da linguagem: contribuicoes para o ensino de lingua,EXPEDITO FERRAZ JUNIOR,LUCIANE ALVES SANTOS
ler e escrever nos folhetos jocosos lusos dos seculos xviii e xix,EXPEDITO FERRAZ JUNIOR,LIANE SCHNEIDER
literatura pos-revolucao em angola e mocambique,HERMANO DE FRANCA RODRIGUES,SOCORRO DE FATIMA PACIFICO BARBOSA
"brasil, brasis: linguagens e sentidos da vida nacional",DANIELA MARIA SEGABINAZI,SOCORRO DE FATIMA PACIFICO BARBOSA
"caracterizacao e dinamica de ambientes fluviais semiaridos com enfase nos trechos aluviais - bacia do riacho jucurutu, municipio de sao joao do tigre/pb",EMILIA DE RODAT FERNANDES MOREIRA,MARCELO DE OLIVEIRA MOURA
disponibilizacao de cartografia organologica da cultura brasileira,MARIA EMILIA SARDELICH,MAURA LUCIA FERNANDES PENNA
a encenacao na poetica cenico-dramaturgica conjugada contemporanea (laboratorio de investigacao pratico-teorica),MARIA EMILIA SARDELICH,MAURA LUCIA FERNANDES PENNA
a educacao da cultura visual no brasil: o estado do conhecimento no periodo de 2005-2015.,ERLON CHERQUE PINTO,MAURA LUCIA FERNANDES PENNA
educacao musical e educacao integral: a musica em propostas de expansao da jornada escolar,ALICE LUMI SATOMI,MARIA EMILIA SARDELICH
obtencao de materiais nanoestruturados a base de residuos agroindustriais,CLAUDIA ENGLER CURY,SANDRO MARDEN TORRES
avaliacao do desempenho de materiais alcalinamente ativados frente a reacao alcali-agregado,FAGNER DIAS ARARUNA,SANDRO MARDEN TORRES
aplicacao de microscopia eletronica de varredura para caracterizacao do gel formado na reacao alcali-silica,ANIELSON BARBOSA DA SILVA,KELLY CRISTIANE GOMES DA SILVA
bioprospeccao de leveduras com potencial biotecnologico,ULRICH VASCONCELOS DA ROCHA GOMES,KRISTERSON REINALDO DE LUNA FREIRE
producao de biossurfactantes utilizando substratos nao convencionais,ULRICH VASCONCELOS DA ROCHA GOMES,RAFAEL DE ALMEIDA TRAVASSOS
sorgo sacarino (sorghum bicolor l.): inoculacao com bacterias diazotroficas e promotores de crescimento sob os estresses abioticos,ULRICH VASCONCELOS DA ROCHA GOMES,MARTA MARIA DA CONCEICAO
caracterizacao geomorfologica e geomorfologia antropogenica nas bordas sudeste da paraiba e nordeste de pernambuco,JOEL SILVA DOS SANTOS,RICHARDE MARQUES DA SILVA
avaliacao do efeito citotoxico da lectina de cratylia floribunda,JULIANA ALVES VALE,VALDIR DE ANDRADE BRAGA
avaliacao do efeito de compostos bioativos sobre correntes ionicas de celulas musculares lisas dissociadas de arteria mesenterica e de cultura de neuronios do ganglio da raiz dorsal (drg),FABIOLA DA CRUZ NUNES,LUCIANO COUTINHO SILVA
acoes da angiotensina-(1-7) na proliferacao de cardiomiocitos e regeneracao cardiaca,COSME RAFAEL MARTINEZ SALINAS,MARTA MARIA DA CONCEICAO
inovacao tecnologica no combate a dengue: desenvolvimento de inseticida a partir do monoterpeno timol para combate ao mosquito aedes aegypti.,ULRICH VASCONCELOS DA ROCHA GOMES,JOELMA RODRIGUES DE SOUZA
avaliacao do papel indutor das nanoparticulas de prata na via de sinalizacao dos interferons tipo i em modelo de celula pulmonar humana,DEMETRIUS ANTONIO MACHADO DE ARAUJO,RAFAEL DE ALMEIDA TRAVASSOS
biocatalise mediada por celulas integras de micro-organismos vivos e enzimas isoladas imobilizados,DEMETRIUS ANTONIO MACHADO DE ARAUJO,ROBERTO SASSI
producao de cerveja artesanal utilizando extratos de frutas regionais,JULIANA ALVES VALE,RAFAEL DE ALMEIDA TRAVASSOS
criopreservacao de gemas laterais e regeneracao de plantas de ananas comosus (l.) merril,FABIOLA DA CRUZ NUNES,MARTA MARIA DA CONCEICAO
avaliacao da conversao de sisal em etanol celulosico,ANDREA FARIAS DE ALMEIDA,ROBERTO SASSI
producao de xilitol a partir do hidrolisado hemicelulosico do sisal,DEMETRIUS ANTONIO MACHADO DE ARAUJO,SILDIVANE VALCACIA SILVA
construcao de bases para a preservacao de corais no litoral de joao pessoa-pb,MAX FURRIER,RICHARDE MARQUES DA SILVA
bioprospeccao de produtos naturais e sinteticos com atividade moduladora sobre canais ionicos em musculatura lisa.,ENEAS RICARDO DE MORAIS GOMES,JOELMA RODRIGUES DE SOUZA
"avancos na producao de biodiesel a partir de oleos de microalgas:
da bioprospeccao a implantacao de sistemas produtivos com
minimizacao de impactos ambientais",ANA FLAVIA SANTOS COELHO,RAFAEL DE ALMEIDA TRAVASSOS
avaliacao do efeito do nanoencapsulamento de farmacos na cinetica de crescimento de microorganismos,ANA FLAVIA SANTOS COELHO,JOELMA RODRIGUES DE SOUZA
criopreservacao de espermatozoides epididimarios de ruminantes: possibilidade de conservacao de material genetico,FABIOLA DA CRUZ NUNES,MARTA MARIA DA CONCEICAO
estudo de potenciais agentes adjuvantes no tratamento da leishmaniose visceral,ANA FLAVIA SANTOS COELHO,ROBERTO SASSI
uso de pseudomonas aeruginosa na remocao de hidrocarbonetos do petroleo em solo suplementado com coprodutos agropastoris,DEMETRIUS ANTONIO MACHADO DE ARAUJO,JOELMA RODRIGUES DE SOUZA
biotecnologia aplicada a saude: desenvolvimento de novos nitratos organicos com potencial terapeutico,ANA FLAVIA SANTOS COELHO,RONALDO RODRIGUES SARMENTO
avaliacao dos processos hidrossedimentologicos em bacias experimental e representativa na paraiba,JONAS OTAVIANO PRACA DE SOUZA,MAX FURRIER
analise da variabilidade climatica e seus impactos nos processos hidrossedimentologicos em biomas de caatinga e cerrado,JOEL SILVA DOS SANTOS,JONAS OTAVIANO PRACA DE SOUZA
heterogeneidade espaco-temporal e respostas as mudancas climaticas (grupo de trabalho 1.3 - os recifes e os ecossistemas coralinos,DAVID HOLANDA DE OLIVEIRA,GEORGE EMMANUEL CAVALCANTI DE MIRANDA
"analise dos sedimentos biogenicos da plataforma continental de pernambuco e paraiba, ne-brasil",CRISTIANE FRANCISCA DA COSTA SASSI,GEORGE EMMANUEL CAVALCANTI DE MIRANDA
"diversidade e biologia das macroalgas marinhas nos ambientes recifais costeiros no estado da paraiba: estrutura, dinamica, ecofisiologia e composicao das especies como base para indicacao do estado de conservacao e gestao.",CRISTIANE FRANCISCA DA COSTA SASSI,DAVID HOLANDA DE OLIVEIRA
avaliacao da qualidade da agua filtrada e armazenada em ceramica,BELARMINO BARBOSA LIRA,NEIR ANTUNES PAES
modelos probabilisticos para dados de sobrevivencia,EUFRASIO DE ANDRADE LIMA NETO,LUIZ MEDEIROS DE ARAUJO LIMA FILHO
inducao in vitro de plantas haploides e duplo-haploides de maracujazeiro (passiflora edulis sims) por meio de ovulo nao fertilizado,CARLOS ANTONIO DE SOUSA PIRES,ALEXANDRE RAMLO TORRE PALMA
inducao in vitro de poliploides de nopalea cochenilifera l.,ANA FLAVIA UZEDA DOS SANTOS MACAMBIRA,JOEL SILVA DOS SANTOS
ecologia e metabolomica de cactaceae do agreste da paraiba,EVELISE MARCIA LOCATELLI DE SOUZA,ZELMA GLEBYA MACIEL QUIRINO
"distribuicao temporal dos recursos florais e sistema sexual da familia rubiaceae na area de protecao ambiental (apa) da barra do rio mamanguape, paraiba, brasil.",ALEX DA SILVA BARBOSA,MARIA DE FATIMA AGRA
morfoanatomia de orgaos vegetativos e reprodutivos de especies da familia apocynaceae de interesse economico,MARIA REGINA DE VASCONCELLOS BARBOSA,ZELMA GLEBYA MACIEL QUIRINO
"morfoanatomia, histoquimica e etnomedicina da familia anacardiaceae no nordeste do brasil",MARIA REGINA DE VASCONCELLOS BARBOSA,ZELMA GLEBYA MACIEL QUIRINO
"flora da mata atlantica no nordeste do brasil: diversidade, distribuicao e endemismos",MARIA DE FATIMA AGRA,ZELMA GLEBYA MACIEL QUIRINO
fenologia reprodutiva de especies do genero psychotria l. (rubiaceae) presentes em area de mata atlantica no estado da paraiba.,MARIA DE FATIMA AGRA,MARIA REGINA DE VASCONCELLOS BARBOSA
biologia reprodutiva de pogonophora schomburgkiana miers ex benth. (euphorbiaceae) em area de  mata atlantica no nordeste brasileiro.,MARIA DE FATIMA AGRA,MARIA REGINA DE VASCONCELLOS BARBOSA
biodiversidade e ecologia de termitas construtores de ninhos conspicuos nos ecossistemas do nordeste brasileiro,ANA CAROLINA FIGUEIREDO LACERDA SAKAMOTO,HELDER FARIAS PEREIRA DE ARAUJO
